Ort;Plz;Bundesland
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Radebeul;14280;Sachsen
Radeberg;14292;Sachsen
Wachau;14292;Sachsen
Ottendorf-Okrilla;14292;Sachsen
Dresden;14262;Sachsen
Dresden;14262;Sachsen
Langebrueck;14262;Sachsen
Moritzburg;14280;Sachsen
Radeburg;14280;Sachsen
Arnsdorf;14292;Sachsen
Dresden;14262;Sachsen
Grossenhain;14285;Sachsen
Schoenfeld;14285;Sachsen
Lampertswalde;14285;Sachsen
Tauscha;14285;Sachsen
Priestewitz;14285;Sachsen
Ebersbach;14285;Sachsen
Weissig am Raschuetz;14285;Sachsen
Wildenhain;14285;Sachsen
Thiendorf;14285;Sachsen
Zabeltitz;14285;Sachsen
Riesa;14285;Sachsen
Riesa;14285;Sachsen
Riesa;14285;Sachsen
Hirschstein;14285;Sachsen
Stauchitz;14285;Sachsen
Groeditz;14285;Sachsen
Nauwalde;14285;Sachsen
Wuelknitz;14285;Sachsen
Glaubitz;14285;Sachsen
Diesbar-Seusslitz;14285;Sachsen
Nuenchritz;14285;Sachsen
Strehla;14285;Sachsen
Roederaue;14285;Sachsen
Zeithain;14285;Sachsen
Lommatzsch;14280;Sachsen
Leuben-Schleinitz;14280;Sachsen
Ketzerbachtal;14280;Sachsen
Coswig;14280;Sachsen
Meissen;14280;Sachsen
Triebischtal;14280;Sachsen
Taubenheim;14280;Sachsen
Kaebschuetztal;14280;Sachsen
Diera-Zehren;14280;Sachsen
Klipphausen;14280;Sachsen
Heynitz;14280;Sachsen
Nossen;14280;Sachsen
Weinboehla;14280;Sachsen
Niederau;14280;Sachsen
Freital;14290;Sachsen
Wilsdruff;14290;Sachsen
Bannewitz;14290;Sachsen
Kreischa;14290;Sachsen
Rabenau;14290;Sachsen
Tharandt;14290;Sachsen
Dorfhain;14290;Sachsen
Dippoldiswalde;14290;Sachsen
Schmiedeberg;14290;Sachsen
Hartmannsdorf-Reichenau;14290;Sachsen
Glashuette;14290;Sachsen
Baerenstein;14290;Sachsen
Reinhardtsgrimma;14290;Sachsen
Altenberg;14290;Sachsen
Hoeckendorf;14290;Sachsen
Pretzschendorf;14290;Sachsen
Hermsdorf/Erzgebirge;14290;Sachsen
Geising;14290;Sachsen
Pirna;14287;Sachsen
Struppen;14287;Sachsen
Dohma;14287;Sachsen
Mueglitztal;14287;Sachsen
Dohna;14287;Sachsen
Heidenau;14287;Sachsen
Bad Schandau;14287;Sachsen
Reinhardtsdorf-Schoena;14287;Sachsen
Porschdorf;14287;Sachsen
Rathmannsdorf;14287;Sachsen
Bad Gottleuba-Berggiesshuebel;14287;Sachsen
Bahretal;14287;Sachsen
Gohrisch;14287;Sachsen
Rosenthal-Bielatal;14287;Sachsen
Rathen;14287;Sachsen
Koenigstein/Saechsische Schweiz;14287;Sachsen
Liebstadt;14287;Sachsen
Stadt Wehlen;14287;Sachsen
Stolpen;14287;Sachsen
Duerrroehrsdorf-Dittersbach;14287;Sachsen
Hohwald;14287;Sachsen
Neustadt in Sachsen;14287;Sachsen
Lohmen;14287;Sachsen
Hohnstein;14287;Sachsen
Kirnitzschtal;14287;Sachsen
Sebnitz;14287;Sachsen
Rammenau;14272;Sachsen
Demitz-Thumitz;14272;Sachsen
Schmoelln-Putzkau;14272;Sachsen
Doberschau-Gaussig;14272;Sachsen
Bischofswerda;14272;Sachsen
Lichtenberg;14292;Sachsen
Pulsnitz;14292;Sachsen
Ohorn;14292;Sachsen
Grossroehrsdorf;14292;Sachsen
Bretnig-Hauswalde;14292;Sachsen
Neukirch/Lausitz;14272;Sachsen
Steinigtwolmsdorf;14272;Sachsen
Burkau;14272;Sachsen
Frankenthal;14272;Sachsen
Grossharthau;14272;Sachsen
Kamenz;14292;Sachsen
Crostwitz;14292;Sachsen
Panschwitz-Kuckau;14292;Sachsen
Steina;14292;Sachsen
Nebelschuetz;14292;Sachsen
Schoenteichen;14292;Sachsen
Elstra;14292;Sachsen
Ossling;14292;Sachsen
Raeckelwitz;14292;Sachsen
Haselbachtal;14292;Sachsen
Ralbitz-Rosenthal;14292;Sachsen
Schwepnitz;14292;Sachsen
Koenigsbrueck;14292;Sachsen
Laussnitz;14292;Sachsen
Neukirch;14292;Sachsen
Grossnaundorf;14292;Sachsen
Strassgraebchen;14292;Sachsen
Oberlichtenau;14292;Sachsen
Haselbachtal;14292;Sachsen
Ruhland;12066;Brandenburg
Kroppen;12066;Brandenburg
Gruenewald;12066;Brandenburg
Schwarzbach;12066;Brandenburg
Tettau;12066;Brandenburg
Hohenbocka;12066;Brandenburg
Hermsdorf;12066;Brandenburg
Guteborn;12066;Brandenburg
Lindenau;12066;Brandenburg
Schipkau;12066;Brandenburg
Senftenberg;12066;Brandenburg
Lauchhammer;12066;Brandenburg
Neu-Seeland;12066;Brandenburg
Grossraeschen;12066;Brandenburg
Schwarzheide;12066;Brandenburg
Ortrand;12066;Brandenburg
Grosskmehlen;12066;Brandenburg
Frauendorf;12066;Brandenburg
Schipkau;12066;Brandenburg
Schipkau;12066;Brandenburg
Schipkau;12066;Brandenburg
Bautzen;14272;Sachsen
Radibor;14272;Sachsen
Hochkirch;14272;Sachsen
Kubschuetz;14272;Sachsen
Weissenberg;14272;Sachsen
Goeda;14272;Sachsen
Doberschau-Gaussig;14272;Sachsen
Kirschau;14272;Sachsen
Wilthen;14272;Sachsen
Crostau;14272;Sachsen
Schirgiswalde;14272;Sachsen
Sohland an der Spree;14272;Sachsen
Obergurig;14272;Sachsen
Doberschau-Gaussig;14272;Sachsen
Grosspostwitz/Oberlausitz;14272;Sachsen
Grossdubrau;14272;Sachsen
Malschwitz;14272;Sachsen
Guttau;14272;Sachsen
Neschwitz;14272;Sachsen
Puschwitz;14272;Sachsen
Koenigswartha;14272;Sachsen
Kittlitz;14286;Sachsen
Grossschweidnitz;14286;Sachsen
Lawalde;14286;Sachsen
Rosenbach;14286;Sachsen
Obercunnersdorf;14286;Sachsen
Loebau;14286;Sachsen
Schoenbach;14286;Sachsen
Niedercunnersdorf;14286;Sachsen
Duerrhennersdorf;14286;Sachsen
Neugersdorf;14286;Sachsen
Ebersbach/Sachsen;14286;Sachsen
Cunewalde;14272;Sachsen
Oppach;14286;Sachsen
Beiersdorf;14286;Sachsen
Eibau;14286;Sachsen
Neusalza-Spremberg;14286;Sachsen
Friedersdorf;14286;Sachsen
Strahwalde;14286;Sachsen
Grosshennersdorf;14286;Sachsen
Berthelsdorf;14286;Sachsen
Herrnhut;14286;Sachsen
Bernstadt auf dem Eigen;14286;Sachsen
Zittau;14286;Sachsen
Bertsdorf-Hoernitz;14286;Sachsen
Mittelherwigsdorf;14286;Sachsen
Grossschoenau;14286;Sachsen
Hainewalde;14286;Sachsen
Seifhennersdorf;14286;Sachsen
Olbersdorf;14286;Sachsen
Schlegel;14286;Sachsen
Hirschfelde;14286;Sachsen
Oderwitz;14286;Sachsen
Leutersdorf;14286;Sachsen
Jonsdorf;14286;Sachsen
Oybin;14286;Sachsen
Waltersdorf;14286;Sachsen
Goerlitz;14263;Sachsen
Goerlitz;14263;Sachsen
Goerlitz;14263;Sachsen
Markersdorf;14284;Sachsen
Koenigshain;14284;Sachsen
Schoepstal;14284;Sachsen
Neisseaue;14284;Sachsen
Vierkirchen;14284;Sachsen
Reichenbach/Oberlausitz;14284;Sachsen
Sohland am Rotstein;14284;Sachsen
Ostritz;14286;Sachsen
Schoenau-Berzdorf auf dem Eigen;14286;Sachsen
Niesky;14284;Sachsen
Muecka;14284;Sachsen
Quitzdorf am See;14284;Sachsen
Waldhufen;14284;Sachsen
Kreba-Neudorf;14284;Sachsen
Klitten;14284;Sachsen
Hohendubrau;14284;Sachsen
Neisseaue;14284;Sachsen
Horka;14284;Sachsen
Kodersdorf;14284;Sachsen
Haehnichen;14284;Sachsen
Rothenburg/Oberlausitz;14284;Sachsen
Boxberg/Oberlausitz;14284;Sachsen
Weisswasser;14284;Sachsen
Gablenz;14284;Sachsen
Bad Muskau;14284;Sachsen
Rietschen;14284;Sachsen
Weisskeissel;14284;Sachsen
Krauschwitz;14284;Sachsen
Schleife;14284;Sachsen
Trebendorf;14284;Sachsen
Gross Dueben;14284;Sachsen
Hoyerswerda;14264;Sachsen
Elsterheide;14292;Sachsen
Spreetal;14292;Sachsen
Leippe-Torno;14292;Sachsen
Lauta;14292;Sachsen
Elsterheide;14292;Sachsen
Bernsdorf;14292;Sachsen
Wiednitz;14292;Sachsen
Wittichenau;14292;Sachsen
Knappensee;14292;Sachsen
Uhyst;14284;Sachsen
Lohsa;14292;Sachsen
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Cottbus;12052;Brandenburg
Frauendorf;12071;Brandenburg
Haasow;12071;Brandenburg
Koppatz;12071;Brandenburg
Kathlow;12071;Brandenburg
Gross Gaglow;12071;Brandenburg
Gross Doebbern;12071;Brandenburg
Komptendorf;12071;Brandenburg
Sergen;12071;Brandenburg
Kiekebusch;12071;Brandenburg
Gablenz;12071;Brandenburg
Roggosen;12071;Brandenburg
Gallinchen;12071;Brandenburg
Gross Ossnig;12071;Brandenburg
Laubsdorf;12071;Brandenburg
Klein Doebbern;12071;Brandenburg
Neuhausen;12071;Brandenburg
Schmogrow-Fehrow;12071;Brandenburg
Burg (Spreewald);12071;Brandenburg
Werben;12071;Brandenburg
Guhrow;12071;Brandenburg
Briesen;12071;Brandenburg
Dissen-Striesow;12071;Brandenburg
Kolkwitz;12071;Brandenburg
Neupetershain;12066;Brandenburg
Neu-Seeland;12066;Brandenburg
Drebkau;12071;Brandenburg
Welzow;12071;Brandenburg
Bagenz;12071;Brandenburg
Graustein;12071;Brandenburg
Proschim;12071;Brandenburg
Jaemlitz-Klein Dueben;12071;Brandenburg
Gross Luja;12071;Brandenburg
Tuerkendorf;12071;Brandenburg
Hornow-Wadelsdorf;12071;Brandenburg
Tschernitz;12071;Brandenburg
Drieschnitz-Kahsel;12071;Brandenburg
Wolfshain;12071;Brandenburg
Lieskau;12071;Brandenburg
Reuthen;12071;Brandenburg
Spremberg;12071;Brandenburg
Haidemuehl;12071;Brandenburg
Felixsee;12071;Brandenburg
Gross Schacksdorf-Simmersdorf;12071;Brandenburg
Forst (Lausitz);12071;Brandenburg
Wiesengrund;12071;Brandenburg
Wiesengrund;12071;Brandenburg
Neisse-Malxetal;12071;Brandenburg
Doebern;12071;Brandenburg
Gastrose-Kerkwitz;12071;Brandenburg
Atterwasch;12071;Brandenburg
Guben;12071;Brandenburg
Griessen;12071;Brandenburg
Baerenklau;12071;Brandenburg
Lutzketal;12071;Brandenburg
Pinnow-Heideland;12071;Brandenburg
Grabko;12071;Brandenburg
Peitz;12071;Brandenburg
Teichland;12071;Brandenburg
Turnow-Preilack;12071;Brandenburg
Heinersbrueck;12071;Brandenburg
Tauer;12071;Brandenburg
Drachhausen;12071;Brandenburg
Drehnow;12071;Brandenburg
Groetsch;12071;Brandenburg
Jaenschwalde;12071;Brandenburg
Drewitz;12071;Brandenburg
Bronkow;12066;Brandenburg
Sassleben;12066;Brandenburg
Gross-Mehssow;12066;Brandenburg
Bischdorf;12066;Brandenburg
Luckaitztal;12066;Brandenburg
Missen;12066;Brandenburg
Calau;12066;Brandenburg
Mlode;12066;Brandenburg
Laasow;12066;Brandenburg
Bolschwitz;12066;Brandenburg
Ogrosen;12066;Brandenburg
Kemmen;12066;Brandenburg
Lipten;12066;Brandenburg
Lug;12066;Brandenburg
Werchow;12066;Brandenburg
Hindenberg;12066;Brandenburg
Kittlitz;12066;Brandenburg
Luebbenau/Spreewald;12066;Brandenburg
Gross Beuchow;12066;Brandenburg
Ragow;12066;Brandenburg
Boblitz;12066;Brandenburg
Klein Radden;12066;Brandenburg
Gross-Klessow;12066;Brandenburg
Vetschau;12066;Brandenburg
Suschow;12066;Brandenburg
Kosswig;12066;Brandenburg
Leipe;12066;Brandenburg
Raddusch;12066;Brandenburg
Altdoebern;12066;Brandenburg
Luckaitztal;12066;Brandenburg
Staupitz;12062;Brandenburg
Sallgast;12062;Brandenburg
Schadewitz;12062;Brandenburg
Dollenchen;12062;Brandenburg
Eichholz-Droessig;12062;Brandenburg
Lugau;12062;Brandenburg
Gorden;12062;Brandenburg
Massen;12062;Brandenburg
Rueckersdorf;12062;Brandenburg
Lindena;12062;Brandenburg
Lindthal;12062;Brandenburg
Betten;12062;Brandenburg
Ponnsdorf;12062;Brandenburg
Schacksdorf;12062;Brandenburg
Goellnitz;12062;Brandenburg
Oppelhain;12062;Brandenburg
Finsterwalde;12062;Brandenburg
Lieskau;12062;Brandenburg
Muenchhausen;12062;Brandenburg
Lichterfeld;12062;Brandenburg
Gruhno;12062;Brandenburg
Groebitz;12062;Brandenburg
Fischwasser;12062;Brandenburg
Babben;12062;Brandenburg
Crinitz;12062;Brandenburg
Gahro;12062;Brandenburg
Breitenau;12062;Brandenburg
Sonnewalde;12062;Brandenburg
Gossmar;12062;Brandenburg
Bahren;12062;Brandenburg
Grosskrausnik;12062;Brandenburg
Kleinkrausnik;12062;Brandenburg
Zeckerin;12062;Brandenburg
Pahlsdorf;12062;Brandenburg
Schilda;12062;Brandenburg
Trebbus;12062;Brandenburg
Duebrichen;12062;Brandenburg
Schoenborn;12062;Brandenburg
Schoenewalde;12062;Brandenburg
Hennersdorf;12062;Brandenburg
Arenzhain;12062;Brandenburg
Doberlug-Kirchhain;12062;Brandenburg
Buchhain;12062;Brandenburg
Priessen;12062;Brandenburg
Werenzhain;12062;Brandenburg
Troebitz;12062;Brandenburg
Nexdorf;12062;Brandenburg
Friedersdorf;12062;Brandenburg
Brenitz;12062;Brandenburg
Frankena;12062;Brandenburg
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Leipzig;14365;Sachsen
Markkleeberg;14379;Sachsen
Grosslehna;14379;Sachsen
Markranstaedt;14379;Sachsen
Taucha;14374;Sachsen
Schkeuditz;14374;Sachsen
Zwenkau;14379;Sachsen
Borsdorf;14383;Sachsen
Kitzen;14379;Sachsen
Grosspoesna;14379;Sachsen
Wiedemar;14374;Sachsen
Delitzsch;14374;Sachsen
Zschortau;14374;Sachsen
Loebnitz;14374;Sachsen
Neukyhna;14374;Sachsen
Doebernitz;14374;Sachsen
Schoenwoelkau;14374;Sachsen
Krostitz;14374;Sachsen
Zwochau;14374;Sachsen
Rackwitz;14374;Sachsen
Elstertrebnitz;14379;Sachsen
Pegau;14379;Sachsen
Groitzsch;14379;Sachsen
Wyhratal;14379;Sachsen
Borna;14379;Sachsen
Lobstaedt;14379;Sachsen
Boehlen;14379;Sachsen
Regis-Breitingen;14379;Sachsen
Kitzscher;14379;Sachsen
Roetha;14379;Sachsen
Heuersdorf;14379;Sachsen
Deutzen;14379;Sachsen
Neukieritzsch;14379;Sachsen
Espenhain;14379;Sachsen
Altenburg;16077;Thueringen
Nobitz;16077;Thueringen
Goehren;16077;Thueringen
Saara;16077;Thueringen
Windischleuba;16077;Thueringen
Meuselwitz;16077;Thueringen
Wintersdorf;16077;Thueringen
Lucka;16077;Thueringen
Starkenberg;16077;Thueringen
Monstab;16077;Thueringen
Rositz;16077;Thueringen
Grossroeda;16077;Thueringen
Haselbach;16077;Thueringen
Naundorf;16077;Thueringen
Gerstenberg;16077;Thueringen
Treben;16077;Thueringen
Tegkwitz;16077;Thueringen
Fockendorf;16077;Thueringen
Kriebitzsch;16077;Thueringen
Loedla;16077;Thueringen
Ziegelheim;16077;Thueringen
Langenleuba-Niederhain;16077;Thueringen
Goepfersdorf;16077;Thueringen
Jueckelberg;16077;Thueringen
Frohnsdorf;16077;Thueringen
Lumpzig;16077;Thueringen
Mehna;16077;Thueringen
Dobitschen;16077;Thueringen
Drogen;16077;Thueringen
Altkirchen;16077;Thueringen
Vollmershain;16077;Thueringen
Wildenboerten;16077;Thueringen
Schmoelln;16077;Thueringen
Posterstein;16077;Thueringen
Jonaswalde;16077;Thueringen
Goellnitz;16077;Thueringen
Heukewalde;16077;Thueringen
Thonhausen;16077;Thueringen
Loebichau;16077;Thueringen
Noebdenitz;16077;Thueringen
Goessnitz;16077;Thueringen
Geithain;14379;Sachsen
Eulatal;14379;Sachsen
Bad Lausick;14383;Sachsen
Frohburg;14379;Sachsen
Kohren-Sahlis;14379;Sachsen
Narsdorf;14379;Sachsen
Grimma;14383;Sachsen
Grossbardau;14383;Sachsen
Grossbothen;14383;Sachsen
Parthenstein;14383;Sachsen
Thuemmlitzwalde;14383;Sachsen
Otterwisch;14383;Sachsen
Colditz;14383;Sachsen
Zschadrass;14383;Sachsen
Belgershain;14383;Sachsen
Naunhof;14383;Sachsen
Nerchau;14383;Sachsen
Trebsen/Mulde;14383;Sachsen
Mutzschen;14383;Sachsen
Leisnig;14375;Sachsen
Gersdorf;14375;Sachsen
Bockelwitz;14375;Sachsen
Doebeln;14375;Sachsen
Mochau;14375;Sachsen
Ebersbach;14375;Sachsen
Grossweitzschen;14375;Sachsen
Ziegra-Knobelsdorf;14375;Sachsen
Zschaitz-Ottewig;14375;Sachsen
Waldheim;14375;Sachsen
Niederstriegis;14375;Sachsen
Rosswein;14375;Sachsen
Hartha;14375;Sachsen
Ostrau;14375;Sachsen
Oschatz;14389;Sachsen
Liebschuetzberg;14389;Sachsen
Cavertitz;14389;Sachsen
Sornzig-Ablass;14389;Sachsen
Naundorf;14389;Sachsen
Muegeln;14389;Sachsen
Dahlen;14389;Sachsen
Wermsdorf;14389;Sachsen
Hohburg;14383;Sachsen
Wurzen;14383;Sachsen
Falkenhain;14383;Sachsen
Kuehren-Burkartshain;14383;Sachsen
Thallwitz;14383;Sachsen
Brandis;14383;Sachsen
Machern;14383;Sachsen
Bennewitz;14383;Sachsen
Eilenburg;14374;Sachsen
Laussig;14374;Sachsen
Jesewitz;14374;Sachsen
Zschepplin;14374;Sachsen
Mockrehna;14389;Sachsen
Doberschuetz;14374;Sachsen
Kossa;14374;Sachsen
Bad Dueben;14374;Sachsen
Pflueckuff;14389;Sachsen
Torgau;14389;Sachsen
Dreiheide;14389;Sachsen
Zinna;14389;Sachsen
Belgern;14389;Sachsen
Dommitzsch;14389;Sachsen
Trossin;14389;Sachsen
Elsnig;14389;Sachsen
Arzberg;14389;Sachsen
Grosstreben-Zwethau;14389;Sachsen
Beilrode;14389;Sachsen
Schildau;14389;Sachsen
Falkenberg/Elster;12062;Brandenburg
Elsterwerda;12062;Brandenburg
Haida;12062;Brandenburg
Stolzenhain;12062;Brandenburg
Themesgrund;12062;Brandenburg
Heideeck;12062;Brandenburg
Herzberg (Elster);12062;Brandenburg
Wildberg;12062;Brandenburg
Werchau;12062;Brandenburg
Uebigau-Wahrenbrueck;12062;Brandenburg
Bad Liebenwerda;12062;Brandenburg
Doellingen;12062;Brandenburg
Kahla;12062;Brandenburg
Schraden;12062;Brandenburg
Plessa;12062;Brandenburg
Muehlberg (Elbe);12062;Brandenburg
Wainsdorf;12062;Brandenburg
Grossthiemig;12062;Brandenburg
Proesen;12062;Brandenburg
Groeden;12062;Brandenburg
Saathain;12062;Brandenburg
Hirschfeld;12062;Brandenburg
Reichenhain;12062;Brandenburg
Merzdorf;12062;Brandenburg
Dreska;12062;Brandenburg
Hohenleipisch;12062;Brandenburg
Schlieben;12062;Brandenburg
lsig;12062;Brandenburg
Schoena-Kolpien;12072;Brandenburg
Hohenbucko;12062;Brandenburg
Jagsal;12062;Brandenburg
Stechau;12062;Brandenburg
Koerba;12062;Brandenburg
Naundorf;12062;Brandenburg
Kolochau;12062;Brandenburg
Malitschkendorf;12062;Brandenburg
Wehrhain;12062;Brandenburg
Frankenhain;12062;Brandenburg
Prossmarke;12062;Brandenburg
Hillmersdorf;12062;Brandenburg
Freileben;12062;Brandenburg
Lebusa;12062;Brandenburg
Uebigau-Wahrenbrueck;12062;Brandenburg
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Lieskau;15265;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Halle;15202;Sachsen-Anhalt
Teutschenthal;15265;Sachsen-Anhalt
Steuden;15265;Sachsen-Anhalt
Schochwitz;15265;Sachsen-Anhalt
Schkopau;15261;Sachsen-Anhalt
Langenbogen;15265;Sachsen-Anhalt
Holleben;15265;Sachsen-Anhalt
Hohenweiden;15265;Sachsen-Anhalt
Hoehnstedt;15265;Sachsen-Anhalt
Zscherben;15265;Sachsen-Anhalt
Zappendorf;15265;Sachsen-Anhalt
Dornstedt;15265;Sachsen-Anhalt
Angersdorf;15265;Sachsen-Anhalt
Bennstedt;15265;Sachsen-Anhalt
Schkopau;15261;Sachsen-Anhalt
Roeglitz;15261;Sachsen-Anhalt
Grosskugel;15265;Sachsen-Anhalt
Groebers;15265;Sachsen-Anhalt
Ermlitz;15261;Sachsen-Anhalt
Doellnitz;15265;Sachsen-Anhalt
Doelbau;15265;Sachsen-Anhalt
Dieskau;15265;Sachsen-Anhalt
Burgliebenau;15261;Sachsen-Anhalt
Lochau;15265;Sachsen-Anhalt
Rassnitz;15261;Sachsen-Anhalt
Spickendorf;15265;Sachsen-Anhalt
Sietzsch;15265;Sachsen-Anhalt
Schwerz;15265;Sachsen-Anhalt
Reussen;15265;Sachsen-Anhalt
Landsberg;15265;Sachsen-Anhalt
Hohenthurm;15265;Sachsen-Anhalt
Braschwitz;15265;Sachsen-Anhalt
Brachstedt;15265;Sachsen-Anhalt
Queis;15265;Sachsen-Anhalt
Peissen;15265;Sachsen-Anhalt
Oppin;15265;Sachsen-Anhalt
Niemberg;15265;Sachsen-Anhalt
Wallwitz;15265;Sachsen-Anhalt
Teicha;15265;Sachsen-Anhalt
Sennewitz;15265;Sachsen-Anhalt
Kuetten;15265;Sachsen-Anhalt
Krosigk;15265;Sachsen-Anhalt
Gutenberg;15265;Sachsen-Anhalt
Ploetz;15265;Sachsen-Anhalt
Petersberg;15265;Sachsen-Anhalt
Ostrau;15265;Sachsen-Anhalt
Nehlitz;15265;Sachsen-Anhalt
Nauendorf;15265;Sachsen-Anhalt
Morl;15265;Sachsen-Anhalt
Moesthinsdorf;15265;Sachsen-Anhalt
Loebejuen;15265;Sachsen-Anhalt
Salzmuende;15265;Sachsen-Anhalt
Kloschwitz;15265;Sachsen-Anhalt
Wettin;15265;Sachsen-Anhalt
Fienstedt;15265;Sachsen-Anhalt
Doessel;15265;Sachsen-Anhalt
Doeblitz;15265;Sachsen-Anhalt
Brachwitz;15265;Sachsen-Anhalt
Neutz-Lettewitz;15265;Sachsen-Anhalt
Beesenstedt;15265;Sachsen-Anhalt
Gimritz;15265;Sachsen-Anhalt
Beuna;15261;Sachsen-Anhalt
Merseburg;15261;Sachsen-Anhalt
Geusa;15261;Sachsen-Anhalt
Tollwitz;15261;Sachsen-Anhalt
Rodden;15261;Sachsen-Anhalt
Kreypau;15261;Sachsen-Anhalt
Koetzschau;15261;Sachsen-Anhalt
Oebles-Schlechtewitz;15261;Sachsen-Anhalt
Nempitz;15261;Sachsen-Anhalt
Bad Duerrenberg;15261;Sachsen-Anhalt
Spergau;15261;Sachsen-Anhalt
Leuna;15261;Sachsen-Anhalt
Rossbach;15261;Sachsen-Anhalt
Krumpa;15261;Sachsen-Anhalt
Grosskayna;15261;Sachsen-Anhalt
Braunsbedra;15261;Sachsen-Anhalt
Knapendorf;15261;Sachsen-Anhalt
Klobikau;15261;Sachsen-Anhalt
Delitz am Berge;15261;Sachsen-Anhalt
Milzau;15261;Sachsen-Anhalt
Bad Lauchstaedt;15261;Sachsen-Anhalt
Muecheln (Geiseltal);15261;Sachsen-Anhalt
Wallendorf;15261;Sachsen-Anhalt
Koetschlitz;15261;Sachsen-Anhalt
Horburg-Masslau;15261;Sachsen-Anhalt
Guenthersdorf;15261;Sachsen-Anhalt
Zweimen;15261;Sachsen-Anhalt
Zoeschen;15261;Sachsen-Anhalt
Friedensdorf;15261;Sachsen-Anhalt
Luppenau;15261;Sachsen-Anhalt
Schafstaedt;15261;Sachsen-Anhalt
Wuensch;15261;Sachsen-Anhalt
Schkopau;15261;Sachsen-Anhalt
Korbetha;15261;Sachsen-Anhalt
Frankleben;15261;Sachsen-Anhalt
Vitzenburg;15261;Sachsen-Anhalt
Steigra;15261;Sachsen-Anhalt
Schmon;15261;Sachsen-Anhalt
Leimbach;15261;Sachsen-Anhalt
Langeneichstaedt;15261;Sachsen-Anhalt
Ziegelroda;15261;Sachsen-Anhalt
Weissenschirmbach;15261;Sachsen-Anhalt
Grockstaedt;15261;Sachsen-Anhalt
Querfurt;15261;Sachsen-Anhalt
Oechlitz;15261;Sachsen-Anhalt
Obhausen;15261;Sachsen-Anhalt
Nemsdorf-Goehrendorf;15261;Sachsen-Anhalt
Albersroda;15261;Sachsen-Anhalt
Barnstaedt;15261;Sachsen-Anhalt
Schraplau;15261;Sachsen-Anhalt
Farnstaedt;15261;Sachsen-Anhalt
Esperstedt;15261;Sachsen-Anhalt
Alberstedt;15261;Sachsen-Anhalt
Volkstedt;15260;Sachsen-Anhalt
Unterrissdorf;15260;Sachsen-Anhalt
Schmalzerode;15260;Sachsen-Anhalt
Rottelsdorf;15260;Sachsen-Anhalt
Rothenschirmbach;15260;Sachsen-Anhalt
Hornburg;15260;Sachsen-Anhalt
Hedersleben;15260;Sachsen-Anhalt
Wolferode;15260;Sachsen-Anhalt
Dederstedt;15260;Sachsen-Anhalt
Burgsdorf;15260;Sachsen-Anhalt
Bornstedt;15260;Sachsen-Anhalt
Bischofrode;15260;Sachsen-Anhalt
Polleben;15260;Sachsen-Anhalt
Osterhausen;15260;Sachsen-Anhalt
Neehausen;15260;Sachsen-Anhalt
Lutherstadt Eisleben;15260;Sachsen-Anhalt
Siersleben;15260;Sachsen-Anhalt
Siebigerode;15260;Sachsen-Anhalt
Klostermansfeld;15260;Sachsen-Anhalt
